Ply,Mate,FEN
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3P4/P7/1PP1PPPP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/4p3/8/5P1q/8/PPPPP1P1/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1P3P/8/PPP1PPP1/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/3P3P/8/PPP1PPP1/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/8/4p3/5P1q/8/PPPPP1P1/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1P3P/8/PPP1PPP1/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3P3P/8/PPP1PPP1/RNBQKBNR w KQkq -
4,#,rnb1kbnr/pppp1ppp/4p3/8/5PPq/8/PPPPP2P/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1P2P1/8/PPP1PP1P/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/3P2P1/8/PPP1PP1P/RNBQKBNR w KQkq -
4,#,rnb1kbnr/pppp1ppp/8/4p3/5PPq/8/PPPPP2P/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1P2P1/8/PPP1PP1P/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3P2P1/8/PPP1PP1P/RNBQKBNR w KQkq -
4,M1,rnbqkb1r/pppppppp/8/8/5Pn1/8/PPPPPKPP/RNBQ1BNR w kq -
4,M1,rnbqkb1r/pppppppp/8/8/4nP2/8/PPPPPKPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pppp1ppp/4p3/8/5P1q/5N2/PPPPP1PP/RNBQKB1R w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/2b5/5P2/8/PPPPPKPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pppp1ppp/4p3/8/5P1q/8/PPPPPKPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pppp1ppp/4p3/5P2/7q/8/PPPPP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/4p3/8/4PP1q/8/PPPP2PP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1P1P2/8/PPP1P1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/4p3/8/3P1P1q/8/PPP1P1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/4p3/8/2P2P1q/8/PP1PP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/4p3/8/1P3P1q/8/P1PPP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/4p3/8/P4P1q/8/1PPPP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/1qp5/8/5P2/8/PPPPPKPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/8/4p3/5P1q/5N2/PPPPP1PP/RNBQKB1R w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/2b1p3/5P2/8/PPPPPKPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pppp1ppp/8/4p3/5P1q/8/PPPPPKPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pppp1ppp/8/4P3/7q/8/PPPPP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/8/4pP2/7q/8/PPPPP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/8/4p3/4PP1q/8/PPPP2PP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1P1P2/8/PPP1P1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/8/4p3/3P1P1q/8/PPP1P1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/8/4p3/2P2P1q/8/PP1PP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/8/4p3/1P3P1q/8/P1PPP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pppp1ppp/8/4p3/P4P1q/8/1PPPP1PP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq -
4,M1,r1bqkbnr/pppppppp/8/8/3nP3/8/PPPPKPPP/RNBQ1BNR w kq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1PP3/8/PPP2PPP/RNBQKBNR w KQkq -
4,M1,rn1qkbnr/ppp1pppp/3p4/8/4P1b1/8/PPPPKPPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -
4,M1,rn1qkbnr/p1pppppp/bp6/8/4P3/8/PPPPKPPP/RNBQ1BNR w kq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1PP3/8/PPP2PPP/RNBQKBNR w KQkq -
4,M1,rn1qkbnr/ppp1pppp/8/3p4/4P1b1/8/PPPPKPPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -
4,M1,rnbqkb1r/pppppppp/8/8/3Pn3/8/PPPKPPPP/RNBQ1BNR w kq -
4,M1,rnbqk1nr/pppppp1p/6pb/8/3P4/8/PPPKPPPP/RNBQ1BNR w kq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1P4/8/PPPKPPPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pppp1ppp/4p3/6q1/3P4/8/PPPKPPPP/RNBQ1BNR w kq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p2B/8/1b1P4/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/6B1/1b1P4/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1P4/4B3/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/3P4/1b6/8/PPP1PPPP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1bPP4/8/PP2PPPP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/1b1P4/8/P1P1PPPP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/4p3/8/Pb1P4/8/1PP1PPPP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/3P4/8/PPPKPPPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p4B/q7/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q5B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/3P4/4B3/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q2P4/8/8/PPP1PPPP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/2p5/q7/P2P4/8/1PP1PPPP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1P4/8/PPPKPPPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pppp1ppp/8/4p1q1/3P4/8/PPPKPPPP/RNBQ1BNR w kq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/7B/4p3/1b1P4/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p1B1/1b1P4/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1P4/4B3/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4P3/1b6/8/PPP1PPPP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/3Pp3/1b6/8/PPP1PPPP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1bPP4/8/PP2PPPP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/1b1P4/8/P1P1PPPP/RNBQKBNR w KQkq -
4,M1,rnbqk1nr/pppp1ppp/8/4p3/Pb1P4/8/1PP1PPPP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3P4/8/PPPKPPPP/RNBQ1BNR w kq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/7B/q1p5/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/3P4/4B3/PPP1PPPP/RN1QKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1P5/8/8/PPP1PPPP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
4,M1,rnb1kbnr/pp1ppppp/8/q1p5/P2P4/8/1PP1PPPP/RNBQKBNR w KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/4P2N/PPPP1PPP/RNB1KB1R b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/7N/PPPP1PPP/RNB1KB1R b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/4P2N/PPPP1PPP/RNB1KB1R b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/7N/PPPP1PPP/RNB1KB1R b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/2N1P3/PPPP1PPP/R1B1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/2N5/PPPP1PPP/R1B1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/2N1P3/PPPP1PPP/R1B1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/2N5/PPPP1PPP/R1B1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/N3P3/PPPP1PPP/R1B1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/N7/PPPP1PPP/R1B1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/N3P3/PPPP1PPP/R1B1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/N7/PPPP1PPP/R1B1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/4P1P1/PPPP1P1P/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/6P1/PPPP1P1P/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/4P1P1/PPPP1P1P/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/6P1/PPPP1P1P/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pBp/8/8/4P3/PPPP1PPP/RNBQK1NR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQp/8/8/4P3/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/6Qp/5p2/8/4P3/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/B4p2/6pQ/8/4P3/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/1B4pQ/8/4P3/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/2B5/4P3/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pB1/7p/8/4P3/PPPP1PPP/RNBQK1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/3BP3/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pB/8/4P3/PPPP1PPP/RNBQK1NR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQ1/7p/8/4P3/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/4P3/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/3PP3/PPP2PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/2P1P3/PP1P1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/1P2P3/P1PP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/P3P3/1PPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/7P/4P3/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/5P2/4P3/PPPP2PP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/3P4/4P3/PPP2PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/2P5/4P3/PP1P1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/1P6/4P3/P1PP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/P7/4P3/1PPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/6Q1/5p1p/8/4P3/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/B7/5ppQ/8/4P3/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/1B3ppQ/8/4P3/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/2B5/4P3/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/3BP3/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppB/8/4P3/PPPP1PPP/RNBQK1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/4P3/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/3PP3/PPP2PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/2P1P3/PP1P1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/1P2P3/P1PP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/P3P3/1PPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/7P/4P3/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/5P2/4P3/PPPP2PP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/3P4/4P3/PPP2PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/2P5/4P3/PP1P1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/1P6/4P3/P1PP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/P7/4P3/1PPP1PPP/RNB1KBNR b KQkq -
5,#,rnbq1bnr/ppppkppp/8/4Q3/8/4P3/PPPP1PPP/RNB1KBNR b KQ -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/3P4/PPP2PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/3P4/PPP2PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQp/8/8/2P5/PP1PPPPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQ1/7p/8/2P5/PP1PPPPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/2P5/PP1P1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/2P5/PP1P1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/1P6/P1PP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/1P6/P1PP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/P7/1PPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/P7/1PPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P2P/8/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P2P/8/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4PP2/8/PPPP2PP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4PP2/8/PPPP2PP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQp/8/4P3/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/6Qp/5p2/4P3/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/B4p2/6pQ/4P3/8/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/1B4pQ/4P3/8/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/3B4/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pB/4P3/8/PPPP1PPP/RNBQK1NR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQ1/7p/4P3/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/4P1pQ/8/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/3PP3/8/PPP2PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/2P1P3/8/PP1P1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/1P2P3/8/P1PP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/P3P3/8/1PPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/6Q1/5p1p/4P3/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/B7/5ppQ/4P3/8/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/1B3ppQ/4P3/8/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/3B4/PPPP1PPP/RNB1K1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppB/4P3/8/PPPP1PPP/RNBQK1NR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/4PppQ/8/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/3PP3/8/PPP2PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/2P1P3/8/PP1P1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/1P2P3/8/P1PP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/P3P3/8/1PPP1PPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5PpQ/8/8/PPPP1PPP/RNB1KBNR b KQkq -
5,#,rnbq1bnr/ppppkppp/8/4Q3/4P3/8/PPPP1PPP/RNB1KBNR b KQ -
5,#,rnbqkbnr/ppppp1p1/5pQp/8/3P4/8/PPP1PPPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQ1/7p/3P4/8/PPP1PPPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQp/8/2P5/8/PP1PPPPP/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp1p1/5pQ1/7p/2P5/8/PP1PPPPP/RNB1KBNR b KQkq -
2,M3,rnbqkbnr/ppp1pppp/8/3p4/Q7/2P5/PP1PPPPP/RNB1KBNR b KQkq -
2,M3,rnbqkbnr/ppppp1pp/5p2/7Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq -
2,M3,rnbqkbnr/ppppp1pp/8/5p1Q/8/4P3/PPPP1PPP/RNB1KBNR b KQkq -
2,M3,rnbqkbnr/ppppp1pp/5p2/7Q/8/4P3/PPPP1PPP/RNB1KBNR b KQkq -
2,M3,rnbqkbnr/ppp1pppp/3p4/1B6/4P3/8/PPPP1PPP/RNBQK1NR b KQkq -
2,M3,rnbqkbnr/ppppp1pp/8/5p1Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq -
2,M3,rnbqkbnr/ppp1pppp/3p4/8/Q7/2P5/PP1PPPPP/RNB1KBNR b KQkq -
2,M3,rnbqkbnr/ppp1pppp/8/1B1p4/4P3/8/PPPP1PPP/RNBQK1NR b KQkq -
